INDEX,Trial,DrugName,Indications,DrugClass,Approval_FDA,Uniprot,GeneSymbol,Gene,ProteinName,TargetMainClass,TargetClass,Target_Novelty_VALIDATED
53,"ADC4022, low-dose inhaled theophylline",theophylline,bronchodilator,Small Molecule,approved,P29275,AA2BR_HUMAN,ADORA2B,Adenosine receptor A2b OS=Homo sapiens GN=ADORA2B PE=2 SV=1,Receptors,GPCR;Rhodopsin,Established target
53,"ADC4022, low-dose inhaled theophylline",theophylline,bronchodilator,Small Molecule,approved,Q14432,PDE3A_HUMAN,PDE3A,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A OS=Homo sapiens GN=PDE3A PE=1 SV=3",Enzymes,EC:3.1.4,Established target
53,"ADC4022, low-dose inhaled theophylline",theophylline,bronchodilator,Small Molecule,approved,P27815,PDE4A_HUMAN,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Homo sapiens GN=PDE4A PE=1 SV=3",Enzymes,EC:3.1.4.17,Established target
53,"ADC4022, low-dose inhaled theophylline",theophylline,bronchodilator,Small Molecule,approved,Q07343,PDE4B_HUMAN,PDE4B,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens GN=PDE4B PE=1 SV=1",Enzymes,EC:3.1.4.17,Established target
53,"ADC4022, low-dose inhaled theophylline",theophylline,bronchodilator,Small Molecule,approved,O76074,PDE5A_HUMAN,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase OS=Homo sapiens GN=PDE5A PE=1 SV=1",Enzymes,EC:3.1.4.35,Established target
54,"adecatumumab,  MT201",adecatumumab,antineoplastic agent,monoclonal antibody,not approved,P16422,EPCAM_HUMAN,EPCAM,Epithelial cell adhesion molecule (Ep-CAM) (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein) (EGP) (Epithelial glycoprotein 314) (EGP314) (hEGP314) (KS 1/4 antigen) (KSA) (Ma,Miscellaneous,StructuralAndAdhesion;,Novel Target
55,ADL5747,ADL5747,analgesic,Small molecule,approved,P41143,OPRD_HUMAN,OPRD1,Delta-type opioid receptor OS=Homo sapiens GN=OPRD1 PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
56,"ADL5859, PF-04856880",ADL5859,analgesic,Small molecule,approved,P41143,OPRD_HUMAN,OPRD1,Delta-type opioid receptor OS=Homo sapiens GN=OPRD1 PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
57,ADL5945,ADL5945,motilitant,Small molecule,not approved,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
58,ADL7445,ADL7445,motilitant,Small molecule,not approved,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
59,Adlea,capsaicin,analgesic,Small molecule,not approved (orphan status),Q8NER1,TRPV1_HUMAN,TRPV1,Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1),Transporters,TC:1.A.4,Established target
60,Ad-RTS-IL-12,Ad-RTS-IL-12,antineoplastic agent,adenoviral vector,not approved,P29459,IL12A_HUMAN,IL12A,Interleukin-12 subunit alpha (IL-12A) (IL-12 subunit p35) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (NK cell stimulatory factor chain 1) (NKSF1),Miscellaneous,Ligand;Cytokine,Established target
60,Ad-RTS-IL-12,Ad-RTS-IL-12,antineoplastic agent,adenoviral vector,not approved,P29460,IL12B_HUMAN,IL12B,Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40) (NK cell stimulatory factor chain 2) (NKSF2),Receptors,Receptor; Type 1 cytokine receptor,Established target
61,Advair/Seretide/Adoair,fluticasone propionate,bronchodilator,Small molecule,approved,P04150,GCR_HUMAN,NR3C1,Glucocorticoid receptor OS=Homo sapiens GN=NR3C1 PE=1 SV=1,Receptors,Nuclear receptor,Established target
61,Advair/Seretide/Adoair,salmeterol,bronchodilator,Small Molecule,approved,P07550,ADRB2_HUMAN,ADRB2,Beta-2 adrenergic receptor OS=Homo sapiens GN=ADRB2 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
62,ADX10059,ADX10059,"antimigraine agent,for treatment of gastroesophageal reflux disease",Small molecule,not approved,P41594,GRM5_HUMAN,GRM5,Metabotropic glutamate receptor 5 (mGluR5),Receptors,GPCR;Glutamate,Established target
63,ADX415,ADX415,antihypertensive agent,Small molecule,not approved,P08913,ADA2A_HUMAN,ADRA2A,Alpha-2A adrenergic receptor OS=Homo sapiens GN=ADRA2A PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
64,ADX-71149,ADX-71149,"antipsychotic agent,antidepressant,anxiolytic",Small molecule,not approved,Q14416,GRM2_HUMAN,GRM2,Metabotropic glutamate receptor 2 (mGluR5),Receptors,GPCR;Glutamate,Novel Target
65,AE37 vaccine,AE37,antineoplastic agent,vaccine,not approved,P04626,ERBB2_HUMAN,ERBB2,Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens GN=ERBB2 PE=1 SV=1,Receptors,EC:2.7.10.1,Established target
66,"AE-941,Neovastat",AE-941,antineoplastic agent,shark cartilage extract,not approved (orphan status),P08253,MMP2_HUMAN,MMP2,72 kDa type IV collagenase OS=Homo sapiens GN=MMP2 PE=1 SV=2,Enzymes,EC:3.4.24.24,Novel Target
66,"AE-941,Neovastat",AE-941,antineoplastic agent,shark cartilage extract,not approved (orphan status),P14780,MMP9_HUMAN,MMP9,Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=2,Enzymes,EC:3.4.24.35,Novel Target
66,"AE-941,Neovastat",AE-941,antineoplastic agent,shark cartilage extract,not approved (orphan status),P15692,VEGFA_HUMAN,VEGFA,Vascular endothelial growth factor A OS=Homo sapiens GN=VEGFA PE=1 SV=2,Ligand,Ligand;Growth factor,Established target
67,"AEG35156, GEM 640","AEG35156, GEM 640",antineoplastic agent,antisense oligo,not approved,P98170,XIAP_HUMAN,XIAP,Baculoviral IAP repeat-containing protein 4 (EC 6.3.2.-) (E3 ubiquitin-protein ligase XIAP) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (X-linked inhibitor of apoptosis protein) (X-linked IAP),Miscellaneous,Inhibitor of apoptosis,Novel Target
68,"AER001,Aerovant","AER001,Aerovant",antiasthamatic agent,recombinant protein,not approved,P24394,IL4RA_HUMAN,IL4RA,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL,Receptors,Receptor; Type 1 cytokine receptor,Novel Target
68,"AER001,Aerovant","AER001,Aerovant",antiasthamatic agent,recombinant protein,not approved,P78552 ,I13R1_HUMAN,IL13RA1,Interleukin-13 receptor subunit alpha-1,,Receptor; Type 1 cytokine receptor,Novel Target
68,"AER001,Aerovant","AER001,Aerovant",antiasthamatic agent,recombinant protein,not approved,Q14627 ,I13R2_HUMAN,IL13RA2,Interleukin-13 receptor subunit alpha-2,,Receptor; Type 1 cytokine receptor,Novel Target
69,AeroLEF,fentanyl,analgesic,Small Molecule,approved,P41143,OPRD_HUMAN,OPRD1,Delta-type opioid receptor OS=Homo sapiens GN=OPRD1 PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
69,AeroLEF,fentanyl,analgesic,Small Molecule,approved,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
70,AES-103,AES-103,for treatment of sickle-cell disease,Small molecule,not approved,P68871,HBB_HUMAN,HBB,Hemoglobin subunit beta,Miscellaneous,Miscellaneous;hemoglobin,Novel Target
71,"AEZS-108, AN-152",doxorubicin,antineoplastic agent,Small Molecule,approved,P11388,TOP2A_HUMAN,TOP2A,DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3,Enzymes,EC:5.99.1.3,Established target
72,"AEZS-112, ZEN-012","AEZS-112, ZEN-012",antineoplastic agent,Small molecule,not approved,P11388,TOP2A_HUMAN,TOP2A,DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3,Enzymes,EC:5.99.1.3,Established target
72,"AEZS-112, ZEN-012","AEZS-112, ZEN-012",antineoplastic agent,Small molecule,not approved,P07437,TBB5_HUMAN,TUBB,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,Miscellaneous,StructuralAndAdhesion;Cytoskeleton,Established target
72,"AEZS-112, ZEN-012","AEZS-112, ZEN-012",antineoplastic agent,Small molecule,not approved,Q9H4B7,TBB1_HUMAN,TUBB1,Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1,Miscellaneous,StructuralAndAdhesion;Cytoskeleton,Established target
73,Afamelanotide,Afamelanotide,dermatological agent,Small molecule,not approved,Q01726,MSHR_HUMAN,MC1R,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),Receptors,GPCR;Rhodopsin,Novel Target
74,"afatinib, BIBW 2992,Tovok",afatinib,antineoplastic agent,Small molecule,not approved,P00533,EGFR_HUMAN,EGFR,Epidermal growth factor receptor OS=Homo sapiens GN=EGFR PE=1 SV=2,Receptors,EC:2.7.10.1,Established target
74,"afatinib, BIBW 2992,Tovok",afatinib,antineoplastic agent,Small molecule,not approved,P04626,ERBB2_HUMAN,ERBB2,Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens GN=ERBB2 PE=1 SV=1,Receptors,EC:2.7.10.1,Established target
75,AFM13,AFM13,antineoplastic agent,monoclonal antibody,not approved,P28908,TNR8_HUMAN,TNFRSF8,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),Receptors,Receptors;TNFNGF,Novel Target
76,Afresa,insulin,antidiabetic,protein,approved,P06213,INSR_HUMAN,INSR,Insulin receptor OS=Homo sapiens GN=INSR PE=1 SV=2,Receptors,EC:2.7.10.1,Established target
77,"afutuzumab, R-7159, GA-101",afutuzumab,antineoplastic agent,monoclonal antibody,not approved,P11836,CD20_HUMAN,MS4A1,B-lymphocyte antigen CD20 OS=Homo sapiens GN=MS4A1 PE=1 SV=1,Miscellaneous,MS4A family,Established target
78,AG-200-15,ethinyl estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
78,AG-200-15,levonorgestrel,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
78,AG-200-15,levonorgestrel,contraceptive,Small Molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
78,AG-200-15,levonorgestrel,contraceptive,Small Molecule,approved,P18405,S5A1_HUMAN,SRD5A1,3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Homo sapiens GN=SRD5A1 PE=1 SV=1,Enzymes,EC:1.3.99,Established target
79,"agalsidase alfa,Replagal",agalsidase alfa,enzyme replacement therapy for treatment of Fabry disease,protein,not approved,globotriaosylceramide (Gb3),A4GAT_HUMAN,globotriaosylceramide (Gb3),"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta",Enzymes,EC:2.4.1.228,Novel Target
80,"agalsidase beta,Fabrazyme",agalsidase alfa,enzyme replacement therapy for treatment of Fabry disease,protein,not approved,globotriaosylceramide (Gb3),A4GAT_HUMAN,globotriaosylceramide (Gb3),"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta",Enzymes,EC:2.4.1.228,Novel Target
81,"AGI-004,  mecamylamine transdermal patch, CR",mecamylamine,motilitant,Small Molecule,approved,Q15822,ACHA2_HUMAN,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2 OS=Homo sapiens GN=CHRNA2 PE=1 SV=1,Receptors,TC:1.A.9,Established target
82,AGI-1067,"AGI-1067, succinobucol",antiatherosclerosis agent,Small molecule,not approved,P19320,VCAM1_HUMAN,VCAM1,Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106),Miscellaneous,StructuralAndAdhesion;IG_AdhesionProteins,Novel Target
83,AGIX-4207,AGIX-4207,"antiinflammatory agent,DMARD",Small molecule,not approved,unknown,unknown,unknown,unknown,unknown,unknown,unknown
84,"AGN-211745, Sirna-027",AGN-211745,for treatment of age-related macular degeneration,siRNA,not approved,P17948,VGFR1_HUMAN,FLT1,Vascular endothelial growth factor receptor 1 OS=Homo sapiens GN=FLT1 PE=1 SV=2,Receptors,EC:2.7.10.1,Established target
85,AGN-214868,AGN-214868,"analgesic,neuralgia",Small molecule,not approved,P35348,ADA1A_HUMAN,ADRA1A,Alpha-1A adrenergic receptor OS=Homo sapiens GN=ADRA1A PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
85,AGN-214868,AGN-214868,"analgesic,neuralgia",Small molecule,not approved,P35368,ADA1B_HUMAN,ADRA1B,Alpha-1B adrenergic receptor OS=Homo sapiens GN=ADRA1B PE=2 SV=3,Receptors,GPCR;Rhodopsin,Established target
85,AGN-214868,AGN-214868,"analgesic,neuralgia",Small molecule,not approved,P25100,ADA1D_HUMAN,ADRA1D,Alpha-1D adrenergic receptor OS=Homo sapiens GN=ADRA1D PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
85,AGN-214868,AGN-214868,"analgesic,neuralgia",Small molecule,not approved,P08913,ADA2A_HUMAN,ADRA2A,Alpha-2A adrenergic receptor OS=Homo sapiens GN=ADRA2A PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
85,AGN-214868,AGN-214868,"analgesic,neuralgia",Small molecule,not approved,P18089,ADA2B_HUMAN,ADRA2B,Alpha-2B adrenergic receptor OS=Homo sapiens GN=ADRA2B PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
85,AGN-214868,AGN-214868,"analgesic,neuralgia",Small molecule,not approved,P18825,ADA2C_HUMAN,ADRA2C,Alpha-2C adrenergic receptor OS=Homo sapiens GN=ADRA2C PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
86,"agomelatine , AGO178C, S-20098,Valdoxan, Thymanax",agomelatine,antidepressant,Small molecule,not approved,P49286,MTR1B_HUMAN,MTNR1B,Melatonin receptor type 1B OS=Homo sapiens GN=MTNR1B PE=2 SV=1,Receptors,GPCR;Rhodopsin,Established target
87,"agomelatine, AGO178C, S-20098,Valdoxan, Thymanax",agomelatine,antidepressant,Small molecule,not approved,P41595,5HT2B_HUMAN,HTR2B,5-hydroxytryptamine receptor 2B OS=Homo sapiens GN=HTR2B PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
87,"agomelatine, AGO178C, S-20098,Valdoxan, Thymanax",agomelatine,antidepressant,Small molecule,not approved,P28335,5HT2C_HUMAN,HTR2C,5-hydroxytryptamine receptor 2C OS=Homo sapiens GN=HTR2C PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
87,"agomelatine, AGO178C, S-20098,Valdoxan, Thymanax",agomelatine,antidepressant,Small molecule,not approved,P48039,MTR1A_HUMAN,MTNR1A,Melatonin receptor type 1A OS=Homo sapiens GN=MTNR1A PE=2 SV=1,Receptors,GPCR;Rhodopsin,Established target
88,AGS-1C4D4,AGS-1C4D4,antineoplastic agent,monoclonal antibody,not approved,O43653,PSCA_HUMAN,PSCA,Prostate stem cell antigen,Miscellaneous,Miscellaneous; prostate cell antigen,Novel Target
89,AGS-PSCA,AGS-PSCA,antineoplastic agent,monoclonal antibody,not approved,O43653,PSCA_HUMAN,PSCA,Prostate stem cell antigen,Miscellaneous,Miscellaneous; prostate cell antigen,Novel Target
90,"AHCQ, aersolized hydroxychloroquine",hydroxychloroquine,antirheumatic agent,Small Molecule,approved,Q9NYK1,TLR7_HUMAN,TLR7,Toll-like receptor 7 OS=Homo sapiens GN=TLR7 PE=1 SV=1,Receptors,Receptors;TOLL,Established target
90,"AHCQ, aersolized hydroxychloroquine",hydroxychloroquine,antirheumatic agent,Small Molecule,approved,Q9NR96,TLR9_HUMAN,TLR9,Toll-like receptor 9 (CD antigen CD289),Receptors,Receptors;TOLL,Established target
91,AI-850,paclitaxel,antineoplastic agent,Small Molecule,approved,P10415,BCL2_HUMAN,BCL2,Apoptosis regulator Bcl-2,other,regulator of apoptosis,Established target
91,AI-850,paclitaxel,antineoplastic agent,Small Molecule,approved,Q9H4B7,TBB1_HUMAN,TUBB1,Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1,Miscellaneous,StructuralAndAdhesion;Cytoskeleton,Established target
92,AIKO-150,AIKO-150,opioid antagonist,Small molecule,not approved,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
93,Aimpila,Aimpila,antineoplastic agent,protein,not approved,P08107 ,HSP71_HUMAN,HSPA1A,Heat shock 70 kDa protein 1A/1B,Miscellaneous,Heat shock protein 70 family,Novel Target
94,AIR645,AIR645,antiasthmatic agent,Small molecule,not approved,P24394,IL4RA_HUMAN,IL4RA,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL,Receptors,Receptor; Type 1 cytokine receptor,Novel Target
95,AKB-6548,AKB-6548,for treatment of anaemia,Small Molecule,not approved,Q9GZT9,EGLN1_HUMAN,EGLN1,Egl nine homolog 1 (EC 1.14.11.-) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20),Enzymes,EC:1.14.11.29,Novel Target
95,AKB-6548,AKB-6548,for treatment of anaemia,Small Molecule,not approved,Q96KS0,EGLN2_HUMAN,EGLN2,Egl nine homolog 2 (EC 1.14.11.-) (Estrogen-induced tag 6) (HPH-3) (Hypoxia-inducible factor prolyl hydroxylase 1) (HIF-PH1) (HIF-prolyl hydroxylase 1) (HPH-1) (Prolyl hydroxylase domain-containing protein 1) (PHD1),Enzymes,EC:1.14.11.29,Novel Target
96,"AKL-0707, GHRH analog",AKL-0707,hormone replacement,Small molecule,not approved,Q02643,GHRHR_HUMAN,GHRH,Growth hormone-releasing hormone receptor OS=Homo sapiens GN=GHRHR PE=1 SV=2,Receptors,GPCR;Secretin,Established target
98,"alacizumab pegol, CDP-791",alacizumab pego,antineoplastic agent,peptide,not approved,P35968,VGFR2_HUMAN,KDR,Vascular endothelial growth factor receptor 2 OS=Homo sapiens GN=KDR PE=1 SV=2,Receptors,EC:2.7.10.1,Established target
99,ALB109564(a),ALB109564(a),antineoplastic agent,Small molecule,not approved,P07437,TBB5_HUMAN,TUBB,Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2,Miscellaneous,StructuralAndAdhesion;Cytoskeleton,Established target
100,ALB-127158(a),ALB-127158(a),antiobesity agent,Small molecule,not approved,Q99705,MCHR1_HUMAN,MCHR1,Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein),Receptors,GPCR;Rhodopsin,Novel Target
101,"albiglutide, GSK716155,Syncria",albiglutide,antidiabetic,fusion protein,not approved,P43220,GLP1R_HUMAN,GLP1R,Glucagon-like peptide 1 receptor OS=Homo sapiens GN=GLP1R PE=1 SV=1,Receptors,GPCR;Secretin,Established target
102,"albuterol,Ventolin",salbutamol,bronchodilator,Small Molecule,approved,P07550,ADRB2_HUMAN,ADRB2,Beta-2 adrenergic receptor OS=Homo sapiens GN=ADRB2 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
103,Albutropin,Albutropin,hormone replacement,fusion protein,not approved,P10912,GHR_HUMAN,GHR,Growth hormone receptor OS=Homo sapiens GN=GHR PE=1 SV=1,Receptors,Receptor; Type 1 cytokine receptor,Established target
104,"ALD518, BMS-945429",ALD518 ,antineoplastic agent,monoclonal antibody,not approved,P05231,IL6_HUMAN,IL6,Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2),Miscellaneous,Ligand;Cytokine,Novel Target
105,"aleglitazar, R1439",aleglitazar,cardiovascular agent,Small molecule,not approved,Q07869,PPARA_HUMAN,PPARA,Peroxisome proliferator-activated receptor alpha OS=Homo sapiens GN=PPARA PE=1 SV=2,Receptors,Nuclear receptor,Established target
105,"aleglitazar, R1439",aleglitazar,cardiovascular agent,Small molecule,not approved,P37231,PPARG_HUMAN,PPARG,Peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=PPARG PE=1 SV=3,Receptors,Nuclear receptor,Established target
106,alfimeprase,alfimeprase,thrombolytic agent,recombinant protein,not approved,P02671,FIBA_HUMAN,FGA,Fibrinogen alpha chain OS=Homo sapiens GN=FGA PE=1 SV=2,Miscellaneous,StructuralAndAdhesion;Fibrinogen,Established target
106,alfimeprase,alfimeprase,thrombolytic agent,recombinant protein,not approved,P02675,FIBB_HUMAN,FGB,Fibrinogen beta chain,Miscellaneous,StructuralAndAdhesion;Fibrinogen,Novel Target
106,alfimeprase,alfimeprase,thrombolytic agent,recombinant protein,not approved,P02679,FIBG_HUMAN,FGG,Fibrinogen gamma chain,Miscellaneous,StructuralAndAdhesion;Fibrinogen,Novel Target
107,"alfuzosin,UroXatral",alfuzosin,for treatment of benign prostatic hyperplasia,Small Molecule,approved,P35348,ADA1A_HUMAN,ADRA1A,Alpha-1A adrenergic receptor OS=Homo sapiens GN=ADRA1A PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
107,"alfuzosin,UroXatral",alfuzosin,for treatment of benign prostatic hyperplasia,Small Molecule,approved,P35368,ADA1B_HUMAN,ADRA1B,Alpha-1B adrenergic receptor OS=Homo sapiens GN=ADRA1B PE=2 SV=3,Receptors,GPCR;Rhodopsin,Established target
107,"alfuzosin,UroXatral",alfuzosin,for treatment of benign prostatic hyperplasia,Small Molecule,approved,P25100,ADA1D_HUMAN,ADRA1D,Alpha-1D adrenergic receptor OS=Homo sapiens GN=ADRA1D PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
108,"ALGRX 3268,Zingo",lidocaine,anesthetic,Small Molecule,approved,Q9Y5Y9,SCNAA_HUMAN,SCN10A,Sodium channel protein type 10 subunit alpha OS=Homo sapiens GN=SCN10A PE=1 SV=2,Transporters,TC:1.A.1.10,Established target
